NRIC,PLATE,MOD8,MOD7,,,,table slot,mod 7,mod 8,,,,
79173,126372,5,3,,,,,,,,,,
11940,126373,4,5,,,,,,,,,,
17708,126374,4,5,,,,,,,,,,
96792,126375,0,3,,,,,,,,,,
37562,126376,2,0,,,,,,,,,,
19456,126377,0,3,,,,,,,,,,
55254,126378,6,3,,,,,,,,,,
16035,126379,3,5,,,,,,,,,,
84144,126380,0,4,,,,,,,,,,
43927,126381,7,2,,,,,,,,,,
74634,126382,2,0,,,,,,,,,,
54264,126383,0,0,,,,,,,,,,
89162,126384,2,3,,,,,,,,,,
33054,126385,6,0,,,,,,,,,,
80163,126386,3,6,,,,,,,,,,
55793,126387,1,3,,,,,,,,,,
59338,126388,2,6,,,,,,,,,,
61579,126389,3,0,,,,,,,,,,
19306,126390,2,0,,,,,,,,,,
74504,126391,0,3,,,,,,,,,,
73576,126392,0,6,,,,,,,,,,
52910,126393,6,4,,,,,,,,,,
60478,126394,6,5,,,,,,,,,,
58711,126395,7,2,,,,,,,,,,
26907,126396,3,6,,,,,,,,,,
10492,126397,4,6,,,,,,,,,,
66982,126398,6,6,,,,,,,,,,
49131,126399,3,5,,,,,,,,,,
94720,126400,0,3,,,,,,,,,,
99640,126401,0,2,,,,,,,,,,
93805,126402,5,5,,,,,,,,,,
50550,126403,6,3,,,,,,,,,,
48011,126404,3,5,,,,,,,,,,
32999,126405,7,1,,,,,,,,,,
77633,126406,1,3,,,,,,,,,,
79528,126407,0,1,,,,,,,,,,
41066,126408,2,4,,,,,,,,,,
89124,126409,4,0,,,,,,,,,,
88558,126410,6,1,,,,,,,,,,
73258,126411,2,3,,,,,,,,,,
68106,126412,2,3,,,,,,,,,,
83116,126413,4,5,,,,,,,,,,
43222,126414,6,4,,,,,,,,,,
52799,126415,7,5,,,,,,,,,,
51297,126416,1,1,,,,,,,,,,
52597,126417,5,6,,,,,,,,,,
14346,126418,2,3,,,,,,,,,,
72995,126419,3,6,,,,,,,,,,
69400,126420,0,2,,,,,,,,,,
37706,126421,2,4,,,,,,,,,,
39584,126422,0,6,,,,,,,,,,
77684,126423,4,5,,,,,,,,,,
18914,126424,2,0,,,,,,,,,,
85936,126425,0,4,,,,,,,,,,
95980,126426,4,3,,,,,,,,,,
41120,126427,0,2,,,,,,,,,,
78201,126428,1,4,,,,,,,,,,
37641,126429,1,2,,,,,,,,,,
45156,126430,4,6,,,,,,,,,,
65556,126431,4,1,,,,,,,,,,
62571,126432,3,5,,,,,,,,,,
54003,126433,3,5,,,,,,,,,,
25938,126434,2,3,,,,,,,,,,
81046,126435,6,0,,,,,,,,,,
47684,126436,4,0,,,,,,,,,,
50245,126437,5,6,,,,,,,,,,
35684,126438,4,5,,,,,,,,,,
56783,126439,7,6,,,,,,,,,,
43538,126440,2,5,,,,,,,,,,
91602,126441,2,0,,,,,,,,,,
21613,126442,5,4,,,,,,,,,,
18949,126443,5,0,,,,,,,,,,
21817,126444,1,5,,,,,,,,,,
53727,126445,7,2,,,,,,,,,,
71661,126446,5,2,,,,,,,,,,
51586,126447,2,3,,,,,,,,,,
65126,126448,6,5,,,,,,,,,,
23004,126449,4,2,,,,,,,,,,
49284,126450,4,4,,,,,,,,,,
57997,126451,5,2,,,,,,,,,,
92630,126452,6,6,,,,,,,,,,
67492,126453,4,5,,,,,,,,,,
68293,126454,5,1,,,,,,,,,,
92880,126455,0,4,,,,,,,,,,
50622,126456,6,5,,,,,,,,,,
14792,126457,0,1,,,,,,,,,,
41129,126458,1,4,,,,,,,,,,
25841,126459,1,4,,,,,,,,,,
75113,126460,1,3,,,,,,,,,,
34817,126461,1,6,,,,,,,,,,
67236,126462,4,1,,,,,,,,,,
64100,126463,4,1,,,,,,,,,,
44633,126464,1,1,,,,,,,,,,
20226,126465,2,3,,,,,,,,,,
73671,126466,7,3,,,,,,,,,,
48645,126467,5,2,,,,,,,,,,
79397,126468,5,3,,,,,,,,,,
47905,126469,1,4,,,,,,,,,,
87933,126470,5,6,,,,,,,,,,
95839,126471,7,2,,,,,,,,,,
37150,126472,6,1,,,,,,,,,,
61465,126473,1,5,,,,,,,,,,
10112,126474,0,4,,,,,,,,,,
10560,126475,0,4,,,,,,,,,,
37360,126476,0,1,,,,,,,,,,
26418,126477,2,0,,,,,,,,,,
71040,126478,0,4,,,,,,,,,,
13935,126479,7,5,,,,,,,,,,
72681,126480,1,0,,,,,,,,,,
35076,126481,4,6,,,,,,,,,,
30039,126482,7,2,,,,,,,,,,
18233,126483,1,5,,,,,,,,,,
77699,126484,3,6,,,,,,,,,,
27631,126485,7,2,,,,,,,,,,
73989,126486,5,6,,,,,,,,,,
42823,126487,7,4,,,,,,,,,,
59311,126488,7,0,,,,,,,,,,
67457,126489,1,5,,,,,,,,,,
37550,126490,6,2,,,,,,,,,,
87067,126491,3,1,,,,,,,,,,
63495,126492,7,5,,,,,,,,,,
98563,126493,3,3,,,,,,,,,,
73745,126494,1,0,,,,,,,,,,
10523,126495,3,2,,,,,,,,,,
13452,126496,4,5,,,,,,,,,,
56626,126497,2,3,,,,,,,,,,
55972,126498,4,0,,,,,,,,,,
22081,126499,1,3,,,,,,,,,,
62998,126500,6,5,,,,,,,,,,
14554,126501,2,1,,,,,,,,,,
13083,126502,3,0,,,,,,,,,,
81392,126503,0,3,,,,,,,,,,
32429,126504,5,5,,,,,,,,,,
52048,126505,0,3,,,,,,,,,,
33107,126506,3,4,,,,,,,,,,
15643,126507,3,5,,,,,,,,,,
46608,126508,0,2,,,,,,,,,,
79007,126509,7,5,,,,,,,,,,
32783,126510,7,2,,,,,,,,,,
62457,126511,1,3,,,,,,,,,,
28554,126512,2,1,,,,,,,,,,
32085,126513,5,4,,,,,,,,,,
16679,126514,7,5,,,,,,,,,,
47160,126515,0,1,,,,,,,,,,
50434,126516,2,6,,,,,,,,,,
55690,126517,2,5,,,,,,,,,,
50620,126518,4,3,,,,,,,,,,
38119,126519,7,4,,,,,,,,,,
24776,126520,0,3,,,,,,,,,,
74927,126521,7,6,,,,,,,,,,
66719,126522,7,2,,,,,,,,,,
78758,126523,6,1,,,,,,,,,,
26063,126524,7,2,,,,,,,,,,
34641,126525,1,5,,,,,,,,,,
96439,126526,7,0,,,,,,,,,,
31955,126527,3,0,,,,,,,,,,
78873,126528,1,4,,,,,,,,,,
73486,126529,6,0,,,,,,,,,,
15758,126530,6,1,,,,,,,,,,
29614,126531,6,4,,,,,,,,,,
38015,126532,7,5,,,,,,,,,,
74442,126533,2,4,,,,,,,,,,
53993,126534,1,2,,,,,,,,,,
81013,126535,5,2,,,,,,,,,,
18881,126536,1,2,,,,,,,,,,
86781,126537,5,2,,,,,,,,,,
99673,126538,1,0,,,,,,,,,,
74018,126539,2,0,,,,,,,,,,
41027,126540,3,0,,,,,,,,,,
95800,126541,0,5,,,,,,,,,,
58112,126542,0,5,,,,,,,,,,
56237,126543,5,6,,,,,,,,,,
37698,126544,2,3,,,,,,,,,,
10496,126545,0,3,,,,,,,,,,
24206,126546,6,0,,,,,,,,,,
53711,126547,7,0,,,,,,,,,,
94169,126548,1,5,,,,,,,,,,
40006,126549,6,1,,,,,,,,,,
40925,126550,5,3,,,,,,,,,,
45563,126551,3,0,,,,,,,,,,
68620,126552,4,6,,,,,,,,,,
54874,126553,2,1,,,,,,,,,,
38241,126554,1,0,,,,,,,,,,
90299,126555,3,6,,,,,,,,,,
65285,126556,5,3,,,,,,,,,,
46470,126557,6,4,,,,,,,,,,
38605,126558,5,0,,,,,,,,,,
21667,126559,3,2,,,,,,,,,,
21332,126560,4,3,,,,,,,,,,
66090,126561,2,3,,,,,,,,,,
10248,126562,0,0,,,,,,,,,,
16963,126563,3,2,,,,,,,,,,
78269,126564,5,2,,,,,,,,,,
67692,126565,4,2,,,,,,,,,,
75926,126566,6,4,,,,,,,,,,
28082,126567,2,5,,,,,,,,,,
49603,126568,3,1,,,,,,,,,,
31864,126569,0,0,,,,,,,,,,
30673,126570,1,6,,,,,,,,,,
81038,126571,6,6,,,,,,,,,,
43132,126572,4,5,,,,,,,,,,
91736,126573,0,1,,,,,,,,,,
84657,126574,1,6,,,,,,,,,,
73746,126575,2,1,,,,,,,,,,
99992,126576,0,4,,,,,,,,,,
75494,126577,6,6,,,,,,,,,,
14075,126578,3,5,,,,,,,,,,
65295,126579,7,6,,,,,,,,,,
39248,126580,0,6,,,,,,,,,,
65660,126581,4,0,,,,,,,,,,
78023,126582,7,1,,,,,,,,,,
71705,126583,1,4,,,,,,,,,,
14888,126584,0,6,,,,,,,,,,
79433,126585,1,4,,,,,,,,,,
62275,126586,3,3,,,,,,,,,,
80672,126587,0,4,,,,,,,,,,
75295,126588,7,3,,,,,,,,,,
27185,126589,1,4,,,,,,,,,,
51371,126590,3,5,,,,,,,,,,
52405,126591,5,3,,,,,,,,,,
43961,126592,1,1,,,,,,,,,,
40597,126593,5,4,,,,,,,,,,
84615,126594,7,6,,,,,,,,,,
79741,126595,5,4,,,,,,,,,,
57225,126596,1,0,,,,,,,,,,
90116,126597,4,5,,,,,,,,,,
73205,126598,5,6,,,,,,,,,,
20998,126599,6,5,,,,,,,,,,
11021,126600,5,3,,,,,,,,,,
70834,126601,2,1,,,,,,,,,,
35052,126602,4,3,,,,,,,,,,
10443,126603,3,6,,,,,,,,,,
94904,126604,0,5,,,,,,,,,,
50115,126605,3,2,,,,,,,,,,
96797,126606,5,1,,,,,,,,,,
26547,126607,3,3,,,,,,,,,,
35704,126608,0,4,,,,,,,,,,
81426,126609,2,2,,,,,,,,,,
17296,126610,0,6,,,,,,,,,,
41503,126611,7,0,,,,,,,,,,
20009,126612,1,3,,,,,,,,,,
30227,126613,3,1,,,,,,,,,,
61394,126614,2,4,,,,,,,,,,
16123,126615,3,2,,,,,,,,,,
99526,126616,6,0,,,,,,,,,,
62555,126617,3,3,,,,,,,,,,
56725,126618,5,4,,,,,,,,,,
74237,126619,5,2,,,,,,,,,,
13826,126620,2,1,,,,,,,,,,
71830,126621,6,3,,,,,,,,,,
10341,126622,5,2,,,,,,,,,,
51489,126623,1,4,,,,,,,,,,
30653,126624,5,0,,,,,,,,,,
56778,126625,2,1,,,,,,,,,,
42881,126626,1,6,,,,,,,,,,
96474,126627,2,0,,,,,,,,,,
33382,126628,6,6,,,,,,,,,,
67087,126629,7,6,,,,,,,,,,
16101,126630,5,1,,,,,,,,,,
95954,126631,2,5,,,,,,,,,,
18483,126632,3,3,,,,,,,,,,
39122,126633,2,6,,,,,,,,,,
17165,126634,5,1,,,,,,,,,,
68827,126635,3,3,,,,,,,,,,
45348,126636,4,2,,,,,,,,,,
53592,126637,0,0,,,,,,,,,,
95345,126638,1,5,,,,,,,,,,
19464,126639,0,4,,,,,,,,,,
27594,126640,2,0,,,,,,,,,,
92817,126641,1,4,,,,,,,,,,
72602,126642,2,5,,,,,,,,,,
15074,126643,2,3,,,,,,,,,,
39536,126644,0,0,,,,,,,,,,
90737,126645,1,3,,,,,,,,,,
23848,126646,0,6,,,,,,,,,,
96062,126647,6,1,,,,,,,,,,
85604,126648,4,1,,,,,,,,,,
67267,126649,3,4,,,,,,,,,,
96668,126650,4,5,,,,,,,,,,
84923,126651,3,6,,,,,,,,,,
98325,126652,5,3,,,,,,,,,,
85412,126653,4,5,,,,,,,,,,
64623,126654,7,6,,,,,,,,,,
15384,126655,0,5,,,,,,,,,,
83933,126656,5,3,,,,,,,,,,
79477,126657,5,6,,,,,,,,,,
68493,126658,5,5,,,,,,,,,,
66390,126659,6,2,,,,,,,,,,
53086,126660,6,5,,,,,,,,,,
68893,126661,5,6,,,,,,,,,,
48692,126662,4,0,,,,,,,,,,
32630,126663,6,3,,,,,,,,,,
13200,126664,0,5,,,,,,,,,,
81526,126665,6,4,,,,,,,,,,
42038,126666,6,3,,,,,,,,,,
97494,126667,6,5,,,,,,,,,,
67154,126668,2,3,,,,,,,,,,
90366,126669,6,3,,,,,,,,,,
98035,126670,3,0,,,,,,,,,,
38728,126671,0,4,,,,,,,,,,
93460,126672,4,3,,,,,,,,,,
65091,126673,3,5,,,,,,,,,,
60749,126674,5,3,,,,,,,,,,
17187,126675,3,2,,,,,,,,,,
96270,126676,6,6,,,,,,,,,,
54287,126677,7,2,,,,,,,,,,
15819,126678,3,6,,,,,,,,,,
19993,126679,1,1,,,,,,,,,,
92298,126680,2,3,,,,,,,,,,
37433,126681,1,4,,,,,,,,,,
84100,126682,4,2,,,,,,,,,,
60152,126683,0,1,,,,,,,,,,
74315,126684,3,3,,,,,,,,,,
65112,126685,0,5,,,,,,,,,,
77823,126686,7,4,,,,,,,,,,
40346,126687,2,5,,,,,,,,,,
26857,126688,1,5,,,,,,,,,,
94357,126689,5,4,,,,,,,,,,
25622,126690,6,2,,,,,,,,,,
81039,126691,7,0,,,,,,,,,,
94529,126692,1,1,,,,,,,,,,
52267,126693,3,5,,,,,,,,,,
48909,126694,5,0,,,,,,,,,,
32950,126695,6,1,,,,,,,,,,
43124,126696,4,4,,,,,,,,,,
60049,126697,1,3,,,,,,,,,,
95211,126698,3,4,,,,,,,,,,
76757,126699,5,2,,,,,,,,,,
91858,126700,2,4,,,,,,,,,,
41766,126701,6,4,,,,,,,,,,
40888,126702,0,1,,,,,,,,,,
95773,126703,5,6,,,,,,,,,,
92102,126704,6,3,,,,,,,,,,
96750,126705,6,3,,,,,,,,,,
75822,126706,6,5,,,,,,,,,,
28706,126707,2,6,,,,,,,,,,
29536,126708,0,3,,,,,,,,,,
97087,126709,7,4,,,,,,,,,,
53520,126710,0,5,,,,,,,,,,
94139,126711,3,3,,,,,,,,,,
80827,126712,3,5,,,,,,,,,,
19419,126713,3,1,,,,,,,,,,
10542,126714,6,0,,,,,,,,,,
81595,126715,3,3,,,,,,,,,,
45664,126716,0,3,,,,,,,,,,
83515,126717,3,5,,,,,,,,,,
10004,126718,4,1,,,,,,,,,,
41042,126719,2,1,,,,,,,,,,
58633,126720,1,1,,,,,,,,,,
86962,126721,2,1,,,,,,,,,,
70853,126722,5,6,,,,,,,,,,
50396,126723,4,3,,,,,,,,,,
53998,126724,6,0,,,,,,,,,,
53595,126725,3,3,,,,,,,,,,
44900,126726,4,2,,,,,,,,,,
10609,126727,1,4,,,,,,,,,,
66641,126728,1,1,,,,,,,,,,
74743,126729,7,4,,,,,,,,,,
66342,126730,6,3,,,,,,,,,,
48254,126731,6,3,,,,,,,,,,
40469,126732,5,2,,,,,,,,,,
99900,126733,4,3,,,,,,,,,,
74192,126734,0,6,,,,,,,,,,
23209,126735,1,4,,,,,,,,,,
15030,126736,6,1,,,,,,,,,,
33547,126737,3,3,,,,,,,,,,
26763,126738,3,2,,,,,,,,,,
41937,126739,1,0,,,,,,,,,,
32562,126740,2,5,,,,,,,,,,
22961,126741,1,1,,,,,,,,,,
38694,126742,6,5,,,,,,,,,,
79802,126743,2,2,,,,,,,,,,
78445,126744,5,3,,,,,,,,,,
32150,126745,6,6,,,,,,,,,,
11362,126746,2,1,,,,,,,,,,
84019,126747,3,5,,,,,,,,,,
49101,126748,5,3,,,,,,,,,,
36259,126749,3,6,,,,,,,,,,
10941,126750,5,0,,,,,,,,,,
87531,126751,3,3,,,,,,,,,,
76230,126752,6,0,,,,,,,,,,
58643,126753,3,4,,,,,,,,,,
32990,126754,6,6,,,,,,,,,,
90264,126755,0,6,,,,,,,,,,
91958,126756,6,6,,,,,,,,,,
40042,126757,2,2,,,,,,,,,,
88208,126758,0,1,,,,,,,,,,
57351,126759,7,0,,,,,,,,,,
29859,126760,3,4,,,,,,,,,,
72546,126761,2,5,,,,,,,,,,
51343,126762,7,5,,,,,,,,,,
26455,126763,7,2,,,,,,,,,,
45438,126764,6,1,,,,,,,,,,
47137,126765,1,6,,,,,,,,,,
64202,126766,2,5,,,,,,,,,,
46626,126767,2,6,,,,,,,,,,
77443,126768,3,2,,,,,,,,,,
33024,126769,0,5,,,,,,,,,,
47538,126770,2,1,,,,,,,,,,
82438,126771,6,6,,,,,,,,,,
94290,126772,2,0,,,,,,,,,,
79800,126773,0,0,,,,,,,,,,
55679,126774,7,1,,,,,,,,,,
91231,126775,7,0,,,,,,,,,,
74977,126776,1,0,,,,,,,,,,
87937,126777,1,3,,,,,,,,,,
16308,126778,4,5,,,,,,,,,,
20972,126779,4,0,,,,,,,,,,
80029,126780,5,5,,,,,,,,,,
34507,126781,3,4,,,,,,,,,,
19400,126782,0,3,,,,,,,,,,
55442,126783,2,2,,,,,,,,,,
30517,126784,5,4,,,,,,,,,,
90154,126785,2,1,,,,,,,,,,
88383,126786,7,1,,,,,,,,,,
38844,126787,4,1,,,,,,,,,,
21916,126788,4,6,,,,,,,,,,
37912,126789,0,0,,,,,,,,,,
29249,126790,1,3,,,,,,,,,,
55787,126791,3,4,,,,,,,,,,
45927,126792,7,0,,,,,,,,,,
58068,126793,4,3,,,,,,,,,,
93887,126794,7,3,,,,,,,,,,
45851,126795,3,1,,,,,,,,,,
68050,126796,2,3,,,,,,,,,,
84155,126797,3,1,,,,,,,,,,
77749,126798,5,0,,,,,,,,,,
91506,126799,2,2,,,,,,,,,,
57757,126800,5,0,,,,,,,,,,
54750,126801,6,3,,,,,,,,,,
25777,126802,1,3,,,,,,,,,,
74792,126803,0,4,,,,,,,,,,
24223,126804,7,3,,,,,,,,,,
51921,126805,1,2,,,,,,,,,,
43090,126806,2,5,,,,,,,,,,
45336,126807,0,4,,,,,,,,,,
76664,126808,0,0,,,,,,,,,,
91548,126809,4,2,,,,,,,,,,
28204,126810,4,1,,,,,,,,,,
64665,126811,1,6,,,,,,,,,,
69143,126812,7,4,,,,,,,,,,
62996,126813,4,3,,,,,,,,,,
55103,126814,7,6,,,,,,,,,,
21827,126815,3,1,,,,,,,,,,
23784,126816,0,5,,,,,,,,,,
31598,126817,6,0,,,,,,,,,,
51644,126818,4,5,,,,,,,,,,
65776,126819,0,4,,,,,,,,,,
71052,126820,4,2,,,,,,,,,,
75892,126821,4,5,,,,,,,,,,
64217,126822,1,6,,,,,,,,,,
51965,126823,5,4,,,,,,,,,,
73924,126824,4,4,,,,,,,,,,
27728,126825,0,1,,,,,,,,,,
22261,126826,5,1,,,,,,,,,,
74428,126827,4,4,,,,,,,,,,
24602,126828,2,4,,,,,,,,,,
11718,126829,6,0,,,,,,,,,,
39538,126830,2,2,,,,,,,,,,
21675,126831,3,3,,,,,,,,,,
12981,126832,5,3,,,,,,,,,,
69579,126833,3,6,,,,,,,,,,
96768,126834,0,0,,,,,,,,,,
53526,126835,6,4,,,,,,,,,,
82411,126836,3,0,,,,,,,,,,
77446,126837,6,5,,,,,,,,,,
63255,126838,7,3,,,,,,,,,,
53739,126839,3,0,,,,,,,,,,
57078,126840,6,0,,,,,,,,,,
91851,126841,3,4,,,,,,,,,,
13816,126842,0,5,,,,,,,,,,
21156,126843,4,2,,,,,,,,,,
67793,126844,1,5,,,,,,,,,,
70682,126845,2,3,,,,,,,,,,
23479,126846,7,1,,,,,,,,,,
10020,126847,4,3,,,,,,,,,,
23357,126848,5,5,,,,,,,,,,
46703,126849,7,6,,,,,,,,,,
62882,126850,2,1,,,,,,,,,,
55148,126851,4,2,,,,,,,,,,
21194,126852,2,5,,,,,,,,,,
40837,126853,5,6,,,,,,,,,,
88889,126854,1,3,,,,,,,,,,
95022,126855,6,4,,,,,,,,,,
59207,126856,7,1,,,,,,,,,,
81241,126857,1,6,,,,,,,,,,
46994,126858,2,3,,,,,,,,,,
28900,126859,4,4,,,,,,,,,,
77581,126860,5,0,,,,,,,,,,
37702,126861,6,0,,,,,,,,,,
80992,126862,0,2,,,,,,,,,,
27379,126863,3,2,,,,,,,,,,
98502,126864,6,5,,,,,,,,,,
87162,126865,2,5,,,,,,,,,,
79621,126866,5,3,,,,,,,,,,
75803,126867,3,0,,,,,,,,,,
20206,126868,6,4,,,,,,,,,,
47336,126869,0,2,,,,,,,,,,
34153,126870,1,0,,,,,,,,,,
65035,126871,3,5,,,,,,,,,,
58357,126872,5,5,,,,,,,,,,
29113,126873,1,0,,,,,,,,,,
66365,126874,5,5,,,,,,,,,,
76540,126875,4,2,,,,,,,,,,
14956,126876,4,4,,,,,,,,,,
45063,126877,7,4,,,,,,,,,,
81163,126878,3,5,,,,,,,,,,
54240,126879,0,4,,,,,,,,,,
73126,126880,6,4,,,,,,,,,,
85538,126881,2,5,,,,,,,,,,
95624,126882,0,4,,,,,,,,,,
15725,126883,5,3,,,,,,,,,,
15343,126884,7,6,,,,,,,,,,
57427,126885,3,6,,,,,,,,,,
37905,126886,1,0,,,,,,,,,,
13026,126887,2,6,,,,,,,,,,
93852,126888,4,3,,,,,,,,,,
35155,126889,3,1,,,,,,,,,,
35740,126890,4,5,,,,,,,,,,
32346,126891,2,6,,,,,,,,,,
72338,126892,2,0,,,,,,,,,,
95872,126893,0,0,,,,,,,,,,
18617,126894,1,4,,,,,,,,,,
61923,126895,3,1,,,,,,,,,,
24359,126896,7,6,,,,,,,,,,
19155,126897,3,3,,,,,,,,,,
47571,126898,3,6,,,,,,,,,,
62335,126899,7,0,,,,,,,,,,
72067,126900,3,2,,,,,,,,,,
56786,126901,2,2,,,,,,,,,,
39886,126902,6,0,,,,,,,,,,
46353,126903,1,6,,,,,,,,,,
82656,126904,0,0,,,,,,,,,,
14799,126905,7,1,,,,,,,,,,
97382,126906,6,5,,,,,,,,,,
41094,126907,6,4,,,,,,,,,,
72506,126908,2,0,,,,,,,,,,
21665,126909,1,0,,,,,,,,,,
96659,126910,3,3,,,,,,,,,,
82752,126911,0,5,,,,,,,,,,
45647,126912,7,0,,,,,,,,,,
26166,126913,6,0,,,,,,,,,,
47470,126914,6,3,,,,,,,,,,
91023,126915,7,2,,,,,,,,,,
46374,126916,6,6,,,,,,,,,,
21924,126917,4,0,,,,,,,,,,
76951,126918,7,0,,,,,,,,,,
69871,126919,7,4,,,,,,,,,,
46494,126920,6,0,,,,,,,,,,
92913,126921,1,2,,,,,,,,,,
61315,126922,3,2,,,,,,,,,,
63180,126923,4,5,,,,,,,,,,
93144,126924,0,2,,,,,,,,,,
70350,126925,6,0,,,,,,,,,,
35044,126926,4,2,,,,,,,,,,
44652,126927,4,6,,,,,,,,,,
51005,126928,5,3,,,,,,,,,,
37366,126929,6,0,,,,,,,,,,
23917,126930,5,5,,,,,,,,,,
32882,126931,2,3,,,,,,,,,,
22715,126932,3,0,,,,,,,,,,
39258,126933,2,2,,,,,,,,,,
25321,126934,1,2,,,,,,,,,,
91611,126935,3,2,,,,,,,,,,
40291,126936,3,6,,,,,,,,,,
75644,126937,4,2,,,,,,,,,,
62904,126938,0,2,,,,,,,,,,
86288,126939,0,6,,,,,,,,,,
30771,126940,3,6,,,,,,,,,,
81330,126941,2,4,,,,,,,,,,
17371,126942,3,4,,,,,,,,,,
17218,126943,2,5,,,,,,,,,,
19001,126944,1,3,,,,,,,,,,
86396,126945,4,2,,,,,,,,,,
67316,126946,4,4,,,,,,,,,,
99152,126947,0,4,,,,,,,,,,
29538,126948,2,5,,,,,,,,,,
11423,126949,7,6,,,,,,,,,,
86619,126950,3,1,,,,,,,,,,
78416,126951,0,2,,,,,,,,,,
74008,126952,0,4,,,,,,,,,,
11738,126953,2,6,,,,,,,,,,
46843,126954,3,6,,,,,,,,,,
87224,126955,0,4,,,,,,,,,,
48312,126956,0,5,,,,,,,,,,
92358,126957,6,0,,,,,,,,,,
31062,126958,6,3,,,,,,,,,,
91190,126959,6,1,,,,,,,,,,
82750,126960,6,3,,,,,,,,,,
23687,126961,7,6,,,,,,,,,,
12118,126962,6,1,,,,,,,,,,
67214,126963,6,0,,,,,,,,,,
37126,126964,6,5,,,,,,,,,,
37995,126965,3,6,,,,,,,,,,
47462,126966,6,2,,,,,,,,,,
50213,126967,5,2,,,,,,,,,,
63657,126968,1,6,,,,,,,,,,
63046,126969,6,4,,,,,,,,,,
99403,126970,3,3,,,,,,,,,,
92930,126971,2,5,,,,,,,,,,
18484,126972,4,4,,,,,,,,,,
46422,126973,6,5,,,,,,,,,,
60868,126974,4,3,,,,,,,,,,
33822,126975,6,5,,,,,,,,,,
72107,126976,3,0,,,,,,,,,,
35462,126977,6,0,,,,,,,,,,
94050,126978,2,5,,,,,,,,,,
76885,126979,5,4,,,,,,,,,,
74179,126980,3,0,,,,,,,,,,
20514,126981,2,4,,,,,,,,,,
96131,126982,3,0,,,,,,,,,,
98952,126983,0,0,,,,,,,,,,
19099,126984,3,3,,,,,,,,,,
61784,126985,0,2,,,,,,,,,,
25466,126986,2,0,,,,,,,,,,
42526,126987,6,1,,,,,,,,,,
85728,126988,0,6,,,,,,,,,,
71000,126989,0,6,,,,,,,,,,
99806,126990,6,0,,,,,,,,,,
10960,126991,0,5,,,,,,,,,,
24984,126992,0,1,,,,,,,,,,
88301,126993,5,3,,,,,,,,,,
68199,126994,7,5,,,,,,,,,,
25962,126995,2,6,,,,,,,,,,
83462,126996,6,1,,,,,,,,,,
38305,126997,1,1,,,,,,,,,,
14964,126998,4,5,,,,,,,,,,
45726,126999,6,2,,,,,,,,,,
77994,127000,2,0,,,,,,,,,,
89604,127001,4,4,,,,,,,,,,
67121,127002,1,5,,,,,,,,,,
29457,127003,1,1,,,,,,,,,,
52936,127004,0,2,,,,,,,,,,
72822,127005,6,1,,,,,,,,,,
86385,127006,1,5,,,,,,,,,,
10288,127007,0,5,,,,,,,,,,
47002,127008,2,4,,,,,,,,,,
26006,127009,6,1,,,,,,,,,,
16050,127010,2,6,,,,,,,,,,
51744,127011,0,0,,,,,,,,,,
52623,127012,7,4,,,,,,,,,,
43236,127013,4,4,,,,,,,,,,
40647,127014,7,5,,,,,,,,,,
35825,127015,1,6,,,,,,,,,,
20286,127016,6,0,,,,,,,,,,
42252,127017,4,0,,,,,,,,,,
32560,127018,0,3,,,,,,,,,,
46136,127019,0,6,,,,,,,,,,
69167,127020,7,0,,,,,,,,,,
78253,127021,5,0,,,,,,,,,,
69486,127022,6,4,,,,,,,,,,
27148,127023,4,2,,,,,,,,,,
95504,127024,0,3,,,,,,,,,,
99213,127025,5,2,,,,,,,,,,
16614,127026,6,3,,,,,,,,,,
91407,127027,7,1,,,,,,,,,,
25884,127028,4,5,,,,,,,,,,
55828,127029,4,3,,,,,,,,,,
65874,127030,2,4,,,,,,,,,,
62909,127031,5,0,,,,,,,,,,
25083,127032,3,2,,,,,,,,,,
42993,127033,1,6,,,,,,,,,,
88245,127034,5,3,,,,,,,,,,
14913,127035,1,3,,,,,,,,,,
13269,127036,5,4,,,,,,,,,,
57663,127037,7,4,,,,,,,,,,
90093,127038,5,3,,,,,,,,,,
99863,127039,7,1,,,,,,,,,,
92912,127040,0,1,,,,,,,,,,
35093,127041,5,2,,,,,,,,,,
30806,127042,6,6,,,,,,,,,,
51648,127043,0,2,,,,,,,,,,
70891,127044,3,2,,,,,,,,,,
63695,127045,7,2,,,,,,,,,,
21540,127046,4,1,,,,,,,,,,
38687,127047,7,5,,,,,,,,,,
48050,127048,2,2,,,,,,,,,,
24795,127049,3,1,,,,,,,,,,
84216,127050,0,6,,,,,,,,,,
70962,127051,2,3,,,,,,,,,,
81251,127052,3,2,,,,,,,,,,
73453,127053,5,2,,,,,,,,,,
41597,127054,5,3,,,,,,,,,,
74841,127055,1,4,,,,,,,,,,
54301,127056,5,2,,,,,,,,,,
56202,127057,2,6,,,,,,,,,,
14343,127058,7,0,,,,,,,,,,
41977,127059,1,5,,,,,,,,,,
33990,127060,6,5,,,,,,,,,,
55478,127061,6,3,,,,,,,,,,
21509,127062,5,5,,,,,,,,,,
94893,127063,5,1,,,,,,,,,,
42208,127064,0,5,,,,,,,,,,
21913,127065,1,3,,,,,,,,,,
94466,127066,2,1,,,,,,,,,,
48001,127067,1,2,,,,,,,,,,
59327,127068,7,2,,,,,,,,,,
